jobTitle,company,address,salaryMin,salaryMax,date,jobDescription,jobUrl,oriJobId
UX/UI Designer,PPL CZ s.r.o.,Praha – Malešice + 2 další lokality,,,2025-09-05,"Jsi momentálně volný/á nebo se poohlížíš po nových IT možnostech už jako zkušený/á matador/ka? Pokud jsi IŤák/čka a zároveň jak kreativec, tak technický typ, proč to nezkusit rovnou u jedné z nejlepších firem na trhu na poli logistiky a v rámci světového leadera DHL, které Ti rozhodně nabízí zajímavé možnosti? Budeš u řízení našeho digitální portfolia, UX/UI technického řešení a dostaneš se k hodně zajímavým projektům! Jak u nás UX/UI Designer vypadá? Zajišťuješ správu digitálního portfolia PPL a tvorbu UX/UI návrhů tak, aby byly v souladu s Brand/Design manuálem a zásadami tvorby wireframů a prototypů – zejména webovou část. Rozumíš správě obsahu na webových platformách pomocí CMS. Doplňuješ našeho Product Ownera webů. Komunikuješ a spolupracuješ s projektovými týmy, zadavateli na všech úrovních řízení a SW vývojovým týmem (interně i externě). Zaměřuješ se na celkovou uživatelskou zkušenost s produktem či službou (vzhled, dojem, prezentace, interaktivita produktu). Předvídáš očekávání zákazníků a analyzuješ, jak vylepšit uživatelskou zkušenost. V rámci toho provádíš i uživatelské testování. Tvoříš roadmapy, dokumenty a expertní návrhy týkající se procesů a systémů. Co očekáváme od Tebe? Máš minimálně SŠ vzdělání, ale hlavně už ve vodách UX/UI nejsi žádný nováček a máš něco za sebou (Svou práci nám můžeš i ukázat). Už jsi pracoval/a v korporátu s procesy a systémy a víš, jak fungují např. Znáš standardní waterfall přístup a v klidu funguješ i v agile prostředí. Jsi analytický typ, který umí převést „problém“ nebo „incident“ do požadavků a úkolů. Ve Figmě jsi profík a co ještě neumíš, to se rychle naučíš. Ověříme si zkušenosti ukázkou tvé práce. Vyznáš se v technologiích nebo aplikacích jako je WordPress, CMS, JIRA, Confluence, MS 365, nezaskočí tě ani zkratky typu HtML, CSS, Javascript, API, frontend, backend a další… Prototypování a „wireframes“ pro Tebe nejsou ničím novým. Znáš UX postupy (Design a Research) a máš přehled o designových principech, trendech v rámci vývoje webových aplikací, ale taky systému okolo back-endu. Máš povědomí o nové směrnici EAA a best practices v UX/UI 21. století. Komunikuješ v angličtině i v technické oblasti. Nemusíš být rodilý mluvčí, ale budeš komunikovat na meetinzích například se zahraničními kolegy z DHL o své práci. Jsi týmový hráč s tahem na branku, který má rád pořádek a dokáže si zachovat pozitivní přístup při řešení nepříznivých situací. Jsi systematický/á v komunikaci, organizaci i plánování. Komunikace = základ. Co Ti za to dáme? Zázemí skupiny DHL Group a možnost profesního rozvoje i kariérního růstu podpořeného firemními vzdělávacími programy; manažerský bonus; pravidelná roční valorizace mzdy; bonusový týden volna My Days a k tomu ještě další 2 My Days po jednom odpracovaném roce; možnost kombinace práce v kanceláři a Home Office; Vždy u nás zaparkuješ; stravenky v hodnotě 150 Kč; systém Pluxee Cafeterie – benefitní systém plný slev a výhod, do kterého našim zaměstnancům přidáváme další odměny; vzdělávací kurzy a školení; zvýhodněné nabídky našich partnerů (Makro karta, Multisportka, výhodný tarif O2 a T‑mobile); možnost nákupu akcií DHL Group se slevou, a podílet se tak na úspěchu společnosti; Shell karta a další; Doplňující informace: Nástup: Ideálně co nejdříve / dle dohody Místo pracoviště: U Vozovny 658/8, Praha 10 - Malešice nebo Březhradská 199/2a, 503 32 Hradec Králové nebo Františka a Anny Ryšových 1168/21, Ostrava Typ smluvního vztahu: Pracovní smlouva – zástup za mateřskou dovolenou Typ pracovního poměru: Práce na plný úvazek",https://www.jobs.cz/rpd/2000752086/,2000752086
Senior specialista rozvoje databázových systémů,CETIN a.s.,Praha – Libeň,,,2025-09-05,"Senior specialista rozvoje databázových systémů Do našeho sehraného týmu, který se věnuje plánování a optimalizaci mobilní sítě, hledáme novou posilu. Není se čeho bát, s telekomunikačním světem dokážeme nováčka seznámit. Náplň práce: Tu můžeme rozdělit do tří hlavních částí Zpracování performance a konfiguračních dat z různých zdrojů na síti – 35-40% Implementace nových vendorů a technologií Optimalizace zpracování dat Příprava dat pro následné zpracování a analýzu 2. Správa a rozvoj Windows Forms aplikace pro analýzu sbíraných dat Implementace nových funkcionalit Podpora uživatelů 3. Rozvoj a administrace MSSQL severů a databází Zajištění importu dat do MSSQL databází Zajištění generování exportů dat Administrace MSSQL serverů (Počet) Bez čeho to nepůjde: Výborná znalost SQL jazyka administrace MSSQL serveru (verze 2022 výhodou) Programování aplikací .NET Windows Forms Administrace a vývoj PowerShell scriptů Za samozřejmost považujeme: Chuť učit se nové věci a otevřenost novým technologiím a řešením Samostatnost, pečlivost a proaktivní řešení problémů Schopnost týmové spolupráce A v neposlední řadě zodpovědnost S čím můžete počítat? Atraktivní a zajímavou práci pro největší českou telekomunikační společnost, která je součástí skupiny PPF Zázemí velké a stabilní společnosti, možnost osobního i profesního rozvoje Možnost spolupracovat s profesionály v oboru a získat nové zajímavé poznatky a zkušenosti U nás najdete opravdu přátelský tým a profesionální přístup Nadstandardní zaměstnanecké výhody a benefity: Pružná pracovní doba Mobilní telefon s neomezenými daty měsíčně, slevy pro rodinu a přátele, Týden dovolené navíc, 3 Sick days ročně 18 000 benefitních bodů Příspěvek na internet, a mnoho dalších…",https://www.jobs.cz/rpd/2000674648/,2000674648
Nabídka dlouhodobé spolupráce na DPČ,CETIN a.s.,Praha – Libeň,,,2025-09-05,"Volná místa EN CZ Cetin Nabídka dlouhodobé spolupráce na DPČ Máte v pracovním týdnu 2–3 dny volno a rádi byste si přivydělali? Vše důležité vám vysvětlíme a ukážeme. Od vás potřebujeme běžnou znalost práce na PC, vaši spolehlivost a zodpovědnost. Dále chuť učit se a rozvíjet, nutná je znalost českého nebo slovenského jazyka pro každodenní komunikaci. Spolupracujte s námi na zajištění moderní, spolehlivé a bezpečné telekomunikační infrastruktury, díky které máte pravděpodobně i vy funkční data a volání ve svém mobilu, doma internet či chytrou televizi se skvělou nabídkou programů a streamovacích služeb. Nabízíme vám práci v tzv. dohledové centrum (označovaném také jako NOC – Network Operation Center). Jeho prioritním úkolem je sledovat provoz v naší telekomunikační síti. O čem konkrétně je tato práce? Sledování sítě a lokalit s vysílači mobilního signálu (RAN – 2G, 3G, LTE). Příjem incidentů/chyb v síti – jejich samostatné vyřešení anebo předání na odpovědné kolegy. Zodpovědnost za včasnou reakci na vzniklý problém. Spolupráce s telekomunikačními experty, techniky v terénu a ostatními útvary společnosti. Pracovní doba 2-3 dny v týdnu (pondělí až pátek), jedna směna od 8:00 – 20:00. S čím můžete počítat? Odměna 200 Kč/hod. Notebook a SIM kartu se zaměstnaneckým tarifem (neomezená data a volání v ČR). Účast na pracovních, rozvojových a společenských akcích (workshopy, webináře, vzdělávací kurzy, teambuildingy, oslava narozenin, vánoční večírek aj.). Možnost zapojení se do Internship programu (rozvojový program pro studenty VŠ). Po zapracování Multisport karta. Pracoviště v blízkosti veškeré MHD, ale i možnost parkování soukromým vozem v přilehlém parkovacím domě. Přátelský kolektiv, plné zaškolení. Přístup k nejmodernějším technologiím a novým trendům z oblasti telekomunikací.",https://www.jobs.cz/rpd/2000681899/,2000681899
Application administrator - L2 support,Skupina ČEZ,Praha – Michle,,,2025-09-05,"Jsi profesionálem ve světě IT? Do rozšiřujícího se týmu, který zajišťuje provoz aplikací a systémů hledáme nového člena se zkušeností s aplikačním supportem v rozsáhlejší modulární IT architektuře. Pokud Tě baví hledat a opravovat nahlášené chyby na produkčních systémech, pak hledáme možná právě tebe. Co u nás budeš dělat? Staneš se součástí týmu IT profesionálů, kteří zajišťují provoz aplikací a systémů v ČEZ Prodej. Budeš podporovat bezproblémový chod systémů, spoluzodpovídat za naplňování SLA, řešit konfigurační změny, a zejména: Spolupracovat s product ownerem aplikace a projektovým managerem. Spoluzodpovídat za naplňování SLA parametrů pro svěřené aplikace (SLA, kpi). Starat se o vlastní svěřené aplikace, sledovat monitoringy, aplikační logy. Analyzovat incidenty, řešit nefunkčnosti a kooperovat s vývojáři (L3). Spolupracovat s agilně pracujícími DevOps týmy (Scrum framework). Jak bychom si tě představovali? Středoškolské nebo vysokoškolské vzdělání s více než tříletou praxí v aplikační podpoře. Dobré komunikační schopnosti, týmový duch. Jsi expert na troubleshooting. Profesionál v IT světě, nadšenec pro nové technologie. Bez čeho se neobejdeš? Proaktivního přístupu a otevřené komunikace s IT i business lidmi. Češtiny na úrovni rodilého mluvčího. Zkušenosti s provozem aplikací v rozsáhlé modulární IT architektuře. Znalosti nástrojů jako jsou Grafana, Prometheus, ElasticSearch, AppDynamics. Alespoň základního přehledu a znalosti Java, React, SQL, Azure DevOps, OpenShift. Co ti můžeme nabídnout? Práci ve fajn týmu aplikačních správců v moderně zrekonstruovaných kancelářích v Praze nebo v Plzni. Podíl na provozování aplikací a systémů v moderní architektuře. Setkávání se s novými technologiemi a inspirativními lidmi. Hybridní formu spolupráce a zkrácenou pracovní dobu 37,5 hodin týdně. Příspěvek na penzijní připojištění a životní pojištění. Osobní účet na volnočasové aktivity - cestování, sport, zdraví, kulturu, vzdělávání, zážitky a nákup tištěných knih. Pokud tě tato pozice zaujala a chceš do toho jít s námi, pošli nám přes odpovědní tlačítko ""Mám zájem"" svůj životopis a my se ti ozveme!",https://www.jobs.cz/rpd/2000752018/,2000752018
CyberSecurity PreSales Consultant,AXIANS ICT CZ,Praha – Chodov + 1 další lokalita,,,2025-09-05,"We are IT enthusiasts providing services in project management, cyber security, smart & tech solutions, and many other IT areas. We will help you grow, improve your skills and you will learn from experienced colleagues. Even though we are growing fast, we maintain non-corporate environment and our teams cross-create together every day. CyberSecurity PreSales Consultant We’re not looking for a salesperson. We’re looking for a cybersecurity expert who can talk like a human. Someone who understands the tech, believes in it, and can explain it clearly to a customer – not to sell, but to help them make the right decision. In this role, you’ll be the technical voice in the room. You’ll support our sales team, join meetings, bring clarity to the technical side of the conversation, and show real solutions that work. We trust you to own your work and move things forward. You’ll need to be present in Prague regularly (many of our clients are based in or around Prague), but working from home is standard practice here – not a dirty word. If you bring solid experience in cybersecurity, love explaining tech in a way people understand, and feel at home in front of both customers and colleagues – we’d love to hear from you! What you can look forward to: Be part of customer meetings – not as a passive listener, but as someone who brings clarity and insight Work side by side with the sales team to spot opportunities and shape offers that make sense Turn ideas into solutions that truly fit the client Present our cybersecurity portfolio in a way that sticks – both to customers and internally Represent Axians at events, conferences, and anywhere our voice should be heard Keep our materials sharp and useful. - no fluff, just content that works and help our salespeople understand the tech (and maybe even get excited about it) Cooperate with delivery, marketing, and business teams to align strategy and focus, because your input matters And most importantly: bring your perspective, curiosity, and energy – this isn’t a checkbox role Key Requirements: A solid background in IT and cybersecurity (you don’t need to know everything, but you should know your way around) Basic knowledge or hands-on experience with key cybersecurity platforms such as ArcSight, CyberArk, GreyCortex, or LogManager Exposure to consulting, penetration testing, SOC/NOC services, user training, or professional services related to these technologies Understanding of cybersecurity principles and Czech regulations Great communication and presentation skills and ability to explain complex topics in a simple, engaging way Comfortable using tools like Microsoft Office and CRM systems Willingness to travel to Prague office regularly Fluent Czech and at least B2 English Experience with technical consulting or presales is a plus Why Axians? We are an international, yet local brand, built on real values. Everybody knows each other, and it feels good to come to the office – even after a holiday or on Mondays. All of our colleagues are happy to help and pass on their experience. As will you. #sharingiscaring Flexible working hours 5 weeks of vacation + 3 extra days off Employee stock shares program Meal allowance Contribution to pension/life insurance Language courses, individual training and development plan, use of internal talents for new projects Monthly breakfasts Multisport Card for sports enthusiasts Cafeteria",https://www.jobs.cz/rpd/2000697965/,2000697965
IT specialista s přesahem do AI,Hunto s.r.o.,Hlavní město Praha,70000,100000,2025-09-05,"Pracovní nabídka Hledáme IT Specialistu s přesahem do AI na zlepšování firemních procesů! Do našeho týmu hledáme prakticky zaměřeného IT specialistu, který nám pomůže optimalizovat a automatizovat stávající procesy pomocí moderních nástrojů. Co budeš mít na starosti: Analýzu stávajících procesů a hledání vhodných existujících aplikací nebo nástrojů pro jejich zlepšení Zavádění jednoduchých automatizací pomocí skriptů, API nebo integrátorů (např. Zapier, Make.com) Propojování systémů, nastavování datových toků mezi nástroji Dokumentaci procesů a případné zaškolení uživatelů na nové nástroje Co od tebe potřebujeme: Hlubší znalost AI a schopnost ji maximálně využívat Výbornou orientaci v dostupných IT nástrojích a schopnost je nasadit (např. CRM, ERP, automatizace) Zkušenost s API integracemi a schopnost napsat základní skript (např. v Pythonu, JavaScriptu, případně PowerShell) Analytické myšlení – schopnost porozumět firemním procesům a navrhnout jejich vylepšení Zodpovědnost, samostatnost a chuť zjednodušovat věci Minimálně SŠ s maturitou (IT nebo technické obory výhodu) Analytické a strategické myšlení, přemýšlíš dopředu Výhodou: Znalost základní práce s API (REST, JSON) Zkušenosti ze střední nebo větší firmy (porozumění interním procesům) Proč u nás? Práce v mladém energetickém kolektivu Atraktivní finanční ohodnocení 100 000 Kč měsíčně Flexibilní příchody do práce Budeš klíčovou součástí digitální transformace firmy Žádná nudná rutina – pokaždé jiný problém, jiné řešení Chceš být součástí naší dynamické firmy? Pošli nám CV a připoj se k našemu týmu!",https://www.jobs.cz/rpd/2000751833/,2000751833
Technik výroby HW v Datacentru,"Seznam.cz, a.s.",Praha,,,2025-09-05,"Pracovní nabídka Chceš si opravdu sáhnout na hardware? Baví tě skládat počítače, hledat chyby a vylepšovat to, co jiní jen používají? Přidej se k nám do seznamáckého datacentra, kde si servery navrhujeme, stavíme i ladíme sami – a to rovnou ve velkém. Co tě u nás čeká? Skládání serverů z jednotlivých komponent (paměti, disky, základní desky apod.) Testování sestavených serverů a příprava na nasazení Řešení reklamací a diagnostika nefunkčních sestav (proč to nejde a jak to opravit) Práce s dalšími kolegy v týmu (nejméně 1–2 technici na směně) Spolupráce na vývoji nových technologií – máme vliv na to, jak bude vypadat náš vlastní HW Možnost zapojení do provozu 3D tiskáren (některé komponenty si tiskneme sami) Koho hledáme? Nadšence do hardwaru – pokud sis někdy složil např. herní PC, jsi náš člověk! Ideálně středoškolského absolventa IT zaměření (není nutný diplom, ale přehled) Někoho, kdo chápe souvislosti mezi HW a SW, ví, co je BIOS, RAM, RAID apod. Zkušenost s obsluhou 3D tiskárny je výhodou, ne podmínkou Člověka, který rád pracuje rukama a hledá praktické řešení problémů Co nabízíme? Stabilní práci v zázemí seznamáckého datacentra v Praze – Horní Počernice Přímý dopad na to, jak budou naše servery vypadat a fungovat Vše potřebné naučíme Skvělý tým, přátelské prostředí a spoustu vychytávek: káva, ovoce, nanuky, chlebíčky, sprcha… Pracovní doba: ideálně 9:00–15:00, bez možnosti home office Počet serverů, o které se staráme: přes 7 500 na jedné lokalitě",https://www.jobs.cz/rpd/2000744653/,2000744653
Technical Support Specialist,2N TELEKOMUNIKACE a.s.,Praha – Nusle,,,2025-09-05,"Co u nás budete dělat? Technickou podporu našich zákazníků ve všedních dnech od 9 do 17 hodin, kdy nás zákazníci mohou kontaktovat pomocí e-mailu, webového formuláře nebo telefonu. Připravovat eventy, školení a výstavy po technické stránce. Školení probíhají online, u nás v kancelářích nebo i přímo u našich partnerů. Díky školením nebo výstavám se nabízí i možnost cestování do zahraničí. Připravovat manuály, spolupracovat nebo můžete i zcela samostatně připravovat prezentace a odborné články. Budete spolupracovat s dalšími týmy: Customer service, Product management, Presales, Marketing a Obchod na spokojenosti našich zákazníků a díky vašim poznatkům i vylepšováním našich produktů. Pro práci budete využívat systémy: Salesforce, MS Office, Wireshark a Team Viewer. Pokud máte jejich znalost je to výhodou, pokud ne, naučíme vás je. Jak si Vás představujeme? Máte znalosti a praktické zkušenosti s TCP/IP, lokálními sítěmi, VoIP technologií (zejména SIP) a troubleshootingem. Jste komunikativní a komunikujete i v anglickém jazyce, přeci jen většina zákazníků je ze zahraničí. Komunikativní úroveň českého nebo slovenského jazyka pak ocení naši lokální zákaznici. Uvítáme případně i další jazyky jako němčina, italština či španělština, ale není to podmínkou. Ve znalosti jazyků se můžete dále zlepšovat, v rámci jazykové výuky. Máte řidičský průkaz skupiny B a nečiní Vám problém odvézt třeba kus výstavy na domluvené místo. Jsme tým, ale velká část práce bude postavena na Vaší samostatnosti. Máte dokončené středoškolské vzdělání, jsme otevřeni i čerstvým absolventům. Vztah k technice a IT je nutný, stejně jako chuť vyřešit problém a přijít na to proč to nefunguje. Proč se Vám u nás bude líbit? Ocitnete se v prostředí prosperující a stabilní firmy s unikátní firemní kulturou. Budete pracovat se špičkovými technologiemi, které se používají po celém světě. Pracovní úkoly budete moci řešit po svém (hodnotíme výsledek). Je tu výborný tým mladých lidí a otevřená komunikace. Staráme se o sladění pracovního a soukromého života. 5 týdnů dovolené Roční bonus při splnění plánu (až 1,8násobek měsíční mzdy) Sabbatical - 20 dní placené dovolené navíc za každých 5 odpracovaných let Příspěvek na stravování 100 Kč/odpracovaný den Pravidelné firemní akce – sportovní turnaje, teambuildingy, grilování po práci. Multisport kartu nebo penzijní připojištění nebo Benefit Plus program. Firemní snídaně, ovocné dny. Zvýhodněné ceny na naše produkty.",https://www.jobs.cz/rpd/2000751322/,2000751322
IT Administrátor - Microsoft Defender (m/ž) - O2 IT Services,O2 Czech Republic a.s.,Praha – Michle,,,2025-09-05,"Hledáme odborníka, se znalostí bezpečnostních produktů MS Defender. O2 IT Services je 100% dceřinou společností a členem koncernu O2 Czech Republic a.s. a má na starost interní i externí projekty v oblasti IT, zejména návrhy IT řešení, služby provozu a optimalizace IT. Vaše Budoucí práce: Návrhy konfigurací a použití bezpečnostních nástrojů společnosti Microsoft. Implementace, konfigurace a provoz produktů rodiny MS Defender. Vlastní provozní práce bezpečnostních nástrojů. Pravidelné kontroly prostředí, řešení zákaznických požadavků a incidentů, zřizování a implementace služeb, dokumentace a práce s interními protokoly. Co u Vás hledáme: Technické znalosti a praktické zkušenosti s implementací MS Defender produktů (včetně XDR, Servers, Endpoints, O365, Identity a Cloud). Praktické zkušenosti s používáním MS Defender pro cloudové aplikace a O365. Výborné komunikační schopnosti. Schopnost samostatně řešit problémy. Co pro Vás máme my: Možnost svého profesního i osobního růstu. Dodatečné vzdělávání. Práci v přátelském a inspirativním týmu. Dynamické prostředí IT společnosti s možností dalšího profesního růstu. Stravenkový paušál. Kafeterie 18 000 benefit bodů. Zaměstnanecký tarif a příspěvek na nový telefon až 12 000 Kč. Zvýhodněné služby a produkty společnosti O2 5 týdnů dovolené. Slevová Shell karta. Penzijní připojištění (příspěvek až 600 Kč měsíčně).",https://www.jobs.cz/rpd/2000623355/,2000623355
Webmaster / Digital Experience Specialist,Global Payments s.r.o.,"V olšinách 626/80, Praha - Strašnice",,,2025-09-05,"Pracovní nabídka We are looking for a proactive and detail-oriented Webmaster to manage and optimize our websites in the Czech Republic, Slovakia, Austria, Romania, Croatia. You will be responsible for maintaining our Sitecorebased websites, implementing web enhancements, ensuring strong UX/UI aligned with brand standards, supporting lead generation strategies, and driving web performance in collaboration with both local and global teams. Key Responsibilities 🛠 Website Maintenance & Development Maintain and develop websites in Sitecore, leveraging existing and new components Implement and optimize front-end code using HTML/CSS (troubleshooting and light customization) Localize content and ensure language-specific UX across CZ, SK, AT, RO, HR markets Collaborate with Global HQ on design/system changes and regional rollout plans 📈 Digital Optimization & Lead Generation Improve user journeys and flows for lead generation, digital onboarding, and soft conversions Implement and analyze A/B tests, heatmaps, surveys, and user behavior tracking Set up and configure cookie consent solutions, tracking tools, and analytics dashboards Work with PPC teams to optimize landing pages and measure web KPIs like traffic conversion rate, site speed, average cookie consent rate, or technical SEO. 🤝 Cross-functional Collaboration Work with internal teams (Product, PPC, Sales, Customer Support) to align web content with business goals Liaise with external partners (UX/UI agencies, content creators) for content and design improvements Integrate and maintain modern digital tools (e.g., Meta CAPI, Google CAPI, AI Chat tools, API forms, Cookie consent bars) Key Requirements ✅ Must-Have years of experience: 2 - 4 in a webmaster or digital marketing/experience role (B2B business is an advantage) Strong knowledge of CMS - Sitecore or similar enterprise platforms Proven experience with HTML/CSS and basic front-end customization Understanding of UX/UI principles , digital conversion funnels, and lead generation tactics Experience with Google Analytics, GTM, A/B testing tools, heatmap tools (e.g., Hotjar, Clarity) Familiarity with cookie consent platforms (OneTrust, Cookiebot, etc.) Analytical mindset with ability to interpret KPIs and act on insights Fluent cz/sk and english , other languages welcomed (german, romanian, croatian) 🧠 Nice to Have Experience with multilingual/multi-market websites Knowledge of SEO best practices Exposure to tools like Meta CAPI, Google CAPI, or Pipedrive web integrations Understanding of GDPR compliance in digital tracking and localization What We Offer Full-time position in a growing international fintech company Collaborative environment with both local autonomy and global support Opportunity to work on high-impact web projects and shape the online customer experience Continuous learning opportunities in lead generation, UX/UI, and digital analytics Flexible working arrangements with office/home office blend A wide range of corporate benefits: annual bonus 5 weeks of holiday 5 additional days off, meal tickets - fully paid by the employer (123,-CZK/per worked day) Benefit Plus package in the amount of CZK 18,000 per year / possibility to use for health, relaxation, education or vacation / pension insurance contribution /2,500 CZK monthly/ home office and flexible working time Soulmio – a mental health care programme uLékaře – a health care support) Don´t hesitate to send us your CV!",https://www.jobs.cz/rpd/2000751361/,2000751361
Team Leader databázových administrátorů pro datový sklad - Teradata (m/ž),O2 Czech Republic a.s.,Praha – Michle,,,2025-09-05,"Do našeho nově vznikajícího týmu hledáme zkušeného odborníka, který povede tým databázových administrátorů pro správu datového skladu na systému Teradata. Tento tým bude součástí širšího kolektivu zaměřeného na komplexní správu dat, což zahrnuje úzkou spolupráci s vývojáři, architekty a analytiky. Naším cílem je budovat silnou interní odbornou základnu, přičemž klademe důraz na proaktivní přístup, rozvoj členů týmu a efektivní vedení. Vaše budoucí práce: Vedení týmu databázových administrátorů, včetně plánování, delegování úkolů a podpory profesního růstu jeho členů. Úzká spolupráce s vývojáři, architekty a analytiky v rámci širšího týmu zaměřeného na data end-to-end. Organizace a optimalizace datového zpracování pomocí různých integračních metod: Batch file zpracování z SFTP, Real-time db2db streamování s Oracle Golden Gate a Kafka pro zpracování real-time událostí přes Confluent framework. Využívání proprietárního nástroje PDC pro orchestraci dat. Dohled nad zpracováním dat pomocí TPT, BTEQ a SQL. Údržba a monitoring chodu systémů na operačních systémech Windows a Linux. Podíl na návrhu a realizaci inovací, včetně nových datových pipeline a architektonických změn. Vedení týmových schůzek, sledování výkonu a poskytování zpětné vazby. Co u Vás hledáme: Zkušenosti s provozem datových skladů, ideálně na systému Teradata, s důrazem na hluboké pochopení architektury a schopnost přenášet znalosti na ostatní. Prokazatelné zkušenosti s vedením týmu a schopnost motivovat a rozvíjet jeho členy. Znalost ETL procesů a orientaci na optimalizaci provozních aktivit. Proaktivní přístup, schopnost efektivního plánování a řešení problémů. Ochotu neustále se učit a zlepšovat procesy. Co pro Vás máme my: Dynamický a inovativní tým Profesní růst a vzdělávání – Budete součástí EDW týmu s možností podílet se na návrhu řešení a vývoji datových pipeline. Podporujeme vzdělávání s přístupem do Teradata Univerzity a možností naučit se Python či GoLang. Podporující pracovní prostředí Už žádné hlídání útraty za data a volání díky zaměstnaneckému tarifu. Každé 3 roky příspěvek až 18 000 Kč na nový telefon. 18 000 benefit bodů ročně na relax, nákupy, dovolenou. Body do O2 Knihovny v roční hodnotě 2 400 Kč na e-knihy nebo audioknihy. Multisport karta – nadupaná vstupenka do wellness a fitka. 5 týdnů dovolené pro odpočinek + 3 sick days. Stravenkový paušál v hodnotě 115 Kč/den přímo do výplaty. Slevová Shell karta - tankování u Shellky za nejvýhodnější ceny na trhu. Zlevněné O2 produkty pro Vás a Vaše blízké.",https://www.jobs.cz/rpd/2000558925/,2000558925
Databázový administrátor pro datový sklad - Teradata (m/ž),O2 Czech Republic a.s.,Praha – Michle,,,2025-09-05,"Do našeho nově vznikajícího týmu hledáme zkušeného databázového administrátora pro správu datového skladu na systému Teradata. Tento tým bude součástí širšího kolektivu, který se zaměřuje na komplexní správu dat, což znamená úzkou spolupráci s vývojáři, architekty a analytiky. Naším cílem je budovat silnou interní odbornou základnu a vítáme proaktivní přístup. Vaše budoucí práce: Správa a provoz datového skladu na systému Teradata. Úzká spolupráce s vývojáři, architekty a analytiky v rámci širšího týmu zaměřeného na data end-to-end. Zajištění provozu a optimalizace datového zpracování pomocí různých integračních metod: Batch file zpracování z SFTP, Real-time db2db streamování s Oracle Golden Gate a Kafka pro zpracování real-time událostí přes Confluent framework. Používání proprietárního nástroje PDC pro orchestrace dat. Zpracování dat pomocí TPT, BTEQ a SQL. Údržba a monitoring chodu systémů na operačních systémech Windows a Linux. Podíl na rozvoji a inovacích řešení, včetně účasti na návrhu nových datových pipeline a architektonických změn. Co u Vás hledáme: Zkušenosti s provozem datových skladů, ideálně na systému Teradata, s důrazem na detailní pochopení architektury a přenos znalostí a osvědčených postupů z oblasti operations. Znalost ETL procesů, protože klíčové provozní aktivity se zaměřují na udržení plynulého chodu zpracování dat. Proaktivní přístup a ochota neustále se učit a zlepšovat procesy. Co pro Vás máme my: Dynamický a inovativní tým – Máme kontrolu nad řešeními a neustále hledáme způsoby, jak je zlepšit, přičemž dbáme na metodiky a vývojové vzorce pro efektivní provoz. Profesní růst a vzdělávání – Budete součástí EDW týmu s možností podílet se na návrhu řešení a vývoji datových pipeline. Podporujeme vzdělávání s přístupem do Teradata Univerzity a možností naučit se Python či GoLang. Podporující pracovní prostředí – Tým, který Vám poskytne odbornou pomoc, aby jste mohli úspěšně převzít provozní části řešení. Už žádné hlídání útraty za data a volání díky zaměstnaneckému tarifu. Každé 3 roky příspěvek až 18 000 Kč na nový telefon. 18 000 benefit bodů ročně na relax, nákupy, dovolenou. Body do O2 Knihovny v roční hodnotě 2 400 Kč na e-knihy nebo audioknihy. Multisport karta – nadupaná vstupenka do wellness a fitka. 5 týdnů dovolené pro odpočinek + 3 sick days. Stravenkový paušál v hodnotě 115 Kč/den přímo do výplaty. Slevová Shell karta - tankování u Shellky za nejvýhodnější ceny na trhu. Zlevněné O2 produkty pro Vás a Vaše blízké.",https://www.jobs.cz/rpd/2000558921/,2000558921
